index,src,tar
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,밀도있는,bold
4,느낌있는,-
5,삼만원대의,-
6,와인,-
7,레드와인,category
8,로,-
9,추천해줘,-
10,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,적당히신,acidic
7,맛나는,-
8,삼십만원이하,-
9,와인,-
1,드라이한거,sweet
2,맛에,-
3,파워풀한,bold
4,느낌으로,-
5,부드럽지않은,tannic
6,추천해줘,-
7,,-
1,스위트하게,sweet
2,맛에,-
3,타닌이있는,tannic
4,느낌으로,-
5,시지않았으면,acidic
6,추천해줘,-
7,,-
1,달달한거,sweet
2,맛에,-
3,9만원쯤,-
4,느낌으로,-
5,많이떫은,tannic
6,추천해줘,-
7,,-
1,탄닌이많은,tannic
2,맛에,-
3,진한거로,bold
4,느낌으로,-
5,산미낮은,acidic
6,추천해줘,-
7,,-
1,상쾌했으면,bold
2,맛에,-
3,덜쓰고,tannic
4,느낌으로,-
5,구만원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,안시게,acidic
2,맛에,-
3,쓰고,tannic
4,느낌으로,-
5,60000원쯤의,-
6,추천해줘,-
7,,-
1,드라이한거로,sweet
2,청량,bold
3,느낌,-
4,있는,-
5,안시었으면,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,드라이했으면,sweet
2,마실,-
3,때,-
4,해비하게,bold
5,느낌,-
6,주는,-
7,50만대의,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달짝지근한거로,sweet
2,화이트와인,category
3,와인인데,-
4,산미가약한,acidic
5,300000원대의,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,신맛이나는,acidic
5,화이트와인,category
6,와인으로,-
7,청량한걸로,bold
8,십오만원대,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,달달한거,sweet
4,목,-
5,넘김은,-
6,가벼운거로,bold
7,느낌으로,-
8,산도없는,acidic
9,9만원,-
10,이하,-
11,와인,-
12,추천해줘,-
13,,-
1,단맛이잘안느껴지는,sweet
2,풀바디로,bold
3,느낌,-
4,있는,-
5,안신거로,acidic
6,쓰지않은거로,tannic
7,와인,-
8,있을까,-
1,달지않으며,sweet
2,리치한,bold
3,느낌,-
4,있는,-
5,적당히타닌,tannic
6,200000원,-
7,이하,-
8,와인,-
9,있을까,-
1,달짝지근한거로,sweet
2,탄닌감이높은,tannic
3,느낌,-
4,있는,-
5,새콤한,acidic
6,400000원,-
7,어치,-
8,와인,-
9,있을까,-
1,안떫은거로,tannic
2,해비하고,bold
3,느낌,-
4,있는,-
5,산미,acidic
6,삼십만원,-
7,어치,-
8,와인,-
9,있을까,-
1,상큼,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,스위트했으면,sweet
6,바디감은,-
7,가볍게,bold
8,추천해줘,-
9,가격은,-
10,90000원대,-
11,,-
1,시게,acidic
2,안떫은거로,tannic
3,느낌의,-
4,당도는,-
5,달지않게,sweet
6,바디감은,-
7,바디감이높은,bold
8,추천해줘,-
9,가격은,-
10,600000정도의,-
11,,-
1,좋은,-
2,포도주,-
3,추천해줘,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,덜달게,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,끈적하게,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,시큼했으면,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,3만원쯤,-
5,와인,-
6,좀,-
7,추천해줘,-
1,쓰지않으며,tannic
2,와인,-
3,추천해줘,-
1,단게,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,바디감높은,bold
5,와인,-
6,있어,-
1,산도있는,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,삼만이하,-
4,화이트와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달달하지않은걸로,sweet
5,해비한거로,bold
6,와인,-
7,있어,-
8,,-
1,새콤하게,acidic
2,6만대의,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,시고,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,단맛이거의없는,sweet
6,,-
1,많이단,sweet
2,십만원쯤의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,가볍지않은걸로,bold
2,느낌을,-
3,주는,-
4,상큼한,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,파워풀한,bold
4,느낌의,-
5,육십만원대의,-
6,와인,-
7,추천해줘,-
8,,-
1,쌉쓰름하고,tannic
2,단,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,많이떫은,tannic
2,1만원보다,-
3,저렴한,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,안쓰고,tannic
2,안무거운거로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,탄닌이많은,tannic
2,산미있는,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달게,sweet
2,맛에,-
3,찐한,bold
4,느낌으로,-
5,안시며,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달지않은거,sweet
4,바디감이높은,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,팔만대의,-
9,,-
1,안단거,sweet
2,와인,-
3,중에,-
4,시큼한,acidic
5,2만원대,-
6,와인,-
7,추천해줘,-
8,,-
1,아주신,acidic
2,와인,-
3,중에서,-
4,이십만원,-
5,넘어도,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,헤비한,bold
10,,-
11,,-
1,화이트와인,category
2,에,-
3,청량하게,bold
4,느낌을,-
5,주는,-
6,스위트한,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,안달달했으면,sweet
4,와인,-
5,중에,-
6,상큼하고,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,오만보다,-
2,저렴한,-
3,달달,sweet
4,맛,-
5,좀,-
6,내는,-
7,레드와인,category
8,와인,-
1,산미가조금있는,acidic
2,와인으로,-
3,무게감있는,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,가볍지않으며,bold
4,느낌있는,-
5,30000원쯤의,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,신맛이안나는,acidic
7,맛나는,-
8,600000대의,-
9,와인,-
1,달고,sweet
2,맛에,-
3,묵직하고,bold
4,느낌으로,-
5,부드럽지않은,tannic
6,추천해줘,-
7,,-
1,스위트한거로,sweet
2,맛에,-
3,쓰지않고,tannic
4,느낌으로,-
5,새콤한,acidic
6,추천해줘,-
7,,-
1,스위트한거로,sweet
2,맛에,-
3,600000원이하,-
4,느낌으로,-
5,떨떠름한,tannic
6,추천해줘,-
7,,-
1,안쓴거,tannic
2,맛에,-
3,상쾌한,bold
4,느낌으로,-
5,새콤한거,acidic
6,추천해줘,-
7,,-
1,헤비하고,bold
2,맛에,-
3,탄닌감이낮은,tannic
4,느낌으로,-
5,50만원,-
6,어치,-
7,추천해줘,-
8,,-
1,상큼한,acidic
2,맛에,-
3,타닌이쎈,tannic
4,느낌으로,-
5,1만원쯤의,-
6,추천해줘,-
7,,-
1,스위트하고,sweet
2,끈적하며,bold
3,느낌,-
4,있는,-
5,시지않은걸로,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,덜달게,sweet
2,마실,-
3,때,-
4,적당한바디감이있는,bold
5,느낌,-
6,주는,-
7,100000정도의,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,단걸로,sweet
2,레드와인,category
3,와인인데,-
4,덜신걸로,acidic
5,50000원보다,-
6,낮은,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,산도가있는,acidic
5,레드와인,category
6,와인으로,-
7,묵직,bold
8,이십만원쯤,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트하며,sweet
4,목,-
5,넘김은,-
6,안무겁게,bold
7,느낌으로,-
8,조금시큼한거로,acidic
9,40만원,-
10,와인,-
11,추천해줘,-
12,,-
1,달콤한,sweet
2,라이트하고,bold
3,느낌,-
4,있는,-
5,신거,acidic
6,덜떫은,tannic
7,와인,-
8,있을까,-
1,달콤하고,sweet
2,가볍지않은,bold
3,느낌,-
4,있는,-
5,안쓴거,tannic
6,사만정도의,-
7,와인,-
8,있을까,-
1,드라이한,sweet
2,부드럽게넘어가는,tannic
3,느낌,-
4,있는,-
5,조금시큼한거로,acidic
6,육만정도,-
7,와인,-
8,있을까,-
1,쓰며,tannic
2,가벼웠으면,bold
3,느낌,-
4,있는,-
5,세콤했으면,acidic
6,삼만원쯤의,-
7,와인,-
8,있을까,-
1,산미가높은,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,덜단걸로,sweet
6,바디감은,-
7,풀인거,bold
8,추천해줘,-
9,가격은,-
10,20만원보다,-
11,낮은,-
12,,-
1,시지않은거로,acidic
2,탄닌이많은,tannic
3,느낌의,-
4,당도는,-
5,덜달달한,sweet
6,바디감은,-
7,견고한,bold
8,추천해줘,-
9,가격은,-
10,칠만원보다,-
11,낮은,-
12,,-
1,무슨,-
2,와인,-
3,마실까,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,달지안은,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,청량한,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,상큼하며,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,80000이하,-
5,와인,-
6,좀,-
7,추천해줘,-
1,스파이시한,tannic
2,와인,-
3,추천해줘,-
1,드라이한거로,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,안무거운거,bold
5,와인,-
6,있어,-
1,안시고,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,400000원쯤의,-
4,화이트와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달콤,sweet
5,끈적하게,bold
6,와인,-
7,있어,-
8,,-
1,산도가높은,acidic
2,5만보다,-
3,저렴한,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,상큼한,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달짝지근한거로,sweet
6,,-
1,덜단걸로,sweet
2,80000원보다,-
3,낮은,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,청량하게,bold
2,느낌을,-
3,주는,-
4,조금시큼하고,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,무거우며,bold
4,느낌의,-
5,사십만원,-
6,이하,-
7,와인,-
8,추천해줘,-
9,,-
1,매끄러운,tannic
2,당도가낮은,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안쓰며,tannic
2,200000원쯤의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌이보통인,tannic
2,풀바디한걸로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,탄닌감이없는,tannic
2,산미가낮은,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달달,sweet
2,맛에,-
3,헤비한거로,bold
4,느낌으로,-
5,새콤한,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,드라이한,sweet
4,가벼운거로,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,15만이하,-
9,,-
1,덜단거,sweet
2,와인,-
3,중에,-
4,시큼하고,acidic
5,40000원보다,-
6,낮은,-
7,와인,-
8,추천해줘,-
9,,-
1,산도가높은,acidic
2,와인,-
3,중에서,-
4,십오만원,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,헤비했으면,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,상쾌,bold
4,느낌을,-
5,주는,-
6,달지않게,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달콤한거,sweet
4,와인,-
5,중에,-
6,상큼했으면,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,이만보다,-
2,저렴한,-
3,덜단거로,sweet
4,맛,-
5,좀,-
6,내는,-
7,화이트와인,category
8,와인,-
1,새콤,acidic
2,와인으로,-
3,해비로,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,풀바디하고,bold
4,느낌있는,-
5,50만대,-
6,와인,-
7,레드와인,category
8,로,-
9,추천해줘,-
10,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,시큼한,acidic
7,맛나는,-
8,60만원보다,-
9,낮은,-
10,와인,-
1,달달하지않으면,sweet
2,맛에,-
3,적당한바디감이있는,bold
4,느낌으로,-
5,조금스파이시한,tannic
6,추천해줘,-
7,,-
1,많이단,sweet
2,맛에,-
3,떫지않은거로,tannic
4,느낌으로,-
5,산미가낮은,acidic
6,추천해줘,-
7,,-
1,스위트,sweet
2,맛에,-
3,100000원이하,-
4,느낌으로,-
5,떫지않았으면,tannic
6,추천해줘,-
7,,-
1,떨떠름한,tannic
2,맛에,-
3,끈적한거로,bold
4,느낌으로,-
5,새콤하며,acidic
6,추천해줘,-
7,,-
1,상쾌한거,bold
2,맛에,-
3,목넘김이가벼운,tannic
4,느낌으로,-
5,육십만원이하,-
6,추천해줘,-
7,,-
1,산미가없는,acidic
2,맛에,-
3,부드럽지않은,tannic
4,느낌으로,-
5,150000원쯤,-
6,추천해줘,-
7,,-
1,단게,sweet
2,무겁지않고,bold
3,느낌,-
4,있는,-
5,새콤하게,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,달달한,sweet
2,마실,-
3,때,-
4,무겁지않게,bold
5,느낌,-
6,주는,-
7,30만보다,-
8,저렴한,-
9,의,-
10,화이트와인,category
11,와인,-
12,추천,-
13,부탁해,-
1,안단,sweet
2,화이트와인,category
3,와인인데,-
4,산미,acidic
5,200000원,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,시지만,acidic
5,화이트와인,category
6,와인으로,-
7,적당한무게,bold
8,40만보다,-
9,저렴한,-
10,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트한거로,sweet
4,목,-
5,넘김은,-
6,살짝무게감있는,bold
7,느낌으로,-
8,산도있는,acidic
9,1만원쯤의,-
10,와인,-
11,추천해줘,-
12,,-
1,단,sweet
2,풀,bold
3,느낌,-
4,있는,-
5,상큼했으면,acidic
6,씁쓰레한,tannic
7,와인,-
8,있을까,-
1,드라이한거로,sweet
2,가벼운,bold
3,느낌,-
4,있는,-
5,오그라드는,tannic
6,이만원쯤의,-
7,와인,-
8,있을까,-
1,달달한걸로,sweet
2,타닌감높은,tannic
3,느낌,-
4,있는,-
5,상큼하며,acidic
6,팔만원보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,덜씁쓸한,tannic
2,무겁지않으며,bold
3,느낌,-
4,있는,-
5,아주신,acidic
6,40만원쯤,-
7,와인,-
8,있을까,-
1,안시며,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,달달하게,sweet
6,바디감은,-
7,진한,bold
8,추천해줘,-
9,가격은,-
10,20만보다,-
11,저렴한,-
12,,-
1,안시며,acidic
2,매끄러운,tannic
3,느낌의,-
4,당도는,-
5,많이달지않은,sweet
6,바디감은,-
7,상쾌하며,bold
8,추천해줘,-
9,가격은,-
10,500000원,-
11,,-
1,무슨,-
2,와인,-
3,마실까,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,덜단것으로,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,상쾌한걸로,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,새콤하며,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,이만원대의,-
5,와인,-
6,좀,-
7,추천해줘,-
1,타닌이높은,tannic
2,와인,-
3,추천해줘,-
1,덜단,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,상쾌하며,bold
5,와인,-
6,있어,-
1,산미가낮은,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,30만보다,-
4,저렴한,-
5,레드와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,스위트하고,sweet
5,라이트한거로,bold
6,와인,-
7,있어,-
8,,-
1,신,acidic
2,십오만원쯤의,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,시지않았으면,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달달하지않았으면,sweet
6,,-
1,단맛않나는,sweet
2,사십만원쯤,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,해비로,bold
2,느낌을,-
3,주는,-
4,새콤한,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,묵직하고,bold
4,느낌의,-
5,오십만원이하,-
6,와인,-
7,추천해줘,-
8,,-
1,타닌감이보통인,tannic
2,보통닷맛,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안쓰며,tannic
2,10000원보다,-
3,저렴한,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,떫지않게,tannic
2,무게감있는,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,씁쓸한,tannic
2,안신,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,적당히달달한,sweet
2,맛에,-
3,견고한,bold
4,느낌으로,-
5,셨으면,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,적당히단,sweet
4,상쾌,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,칠만원,-
9,,-
1,스위트한,sweet
2,와인,-
3,중에,-
4,약간산미있는,acidic
5,오십만원대의,-
6,와인,-
7,추천해줘,-
8,,-
1,시지않은,acidic
2,와인,-
3,중에서,-
4,90000이하,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,살짝무거운,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,진한거,bold
4,느낌을,-
5,주는,-
6,드라이한거로,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,단,sweet
4,와인,-
5,중에,-
6,조금시큼한,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,100000원,-
2,이하,-
3,달달하지않게,sweet
4,맛,-
5,좀,-
6,내는,-
7,화이트와인,category
8,와인,-
1,신맛이안나는,acidic
2,와인으로,-
3,가볍지만,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,해비한거,bold
4,느낌있는,-
5,사십만원쯤,-
6,와인,-
7,레드와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,신맛이있는,acidic
7,맛나는,-
8,70000정도의,-
9,와인,-
1,달지않은걸로,sweet
2,맛에,-
3,안무거운거로,bold
4,느낌으로,-
5,탄닌감이낮은,tannic
6,추천해줘,-
7,,-
1,달달한거,sweet
2,맛에,-
3,목넘김이부드러운,tannic
4,느낌으로,-
5,산미가없는,acidic
6,추천해줘,-
7,,-
1,달달하지만,sweet
2,맛에,-
3,60만정도,-
4,느낌으로,-
5,탄닌감이없는,tannic
6,추천해줘,-
7,,-
1,덜쓴,tannic
2,맛에,-
3,상쾌하며,bold
4,느낌으로,-
5,조금시큼한,acidic
6,추천해줘,-
7,,-
1,라이트하며,bold
2,맛에,-
3,쌉싸름하고,tannic
4,느낌으로,-
5,200000정도의,-
6,추천해줘,-
7,,-
1,조금시큼하고,acidic
2,맛에,-
3,쓰지않은거로,tannic
4,느낌으로,-
5,300000원보다,-
6,비싼,-
7,추천해줘,-
8,,-
1,스위트한거로,sweet
2,끈적한거,bold
3,느낌,-
4,있는,-
5,새콤하고,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,달게,sweet
2,마실,-
3,때,-
4,무거우며,bold
5,느낌,-
6,주는,-
7,2만보다,-
8,저렴한,-
9,의,-
10,레드와인,category
11,와인,-
12,추천,-
13,부탁해,-
1,스위트한거,sweet
2,화이트와인,category
3,와인인데,-
4,상큼했으면,acidic
5,팔만정도,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,산미,acidic
5,레드와인,category
6,와인으로,-
7,무거운,bold
8,십만원대의,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,안달달한거로,sweet
4,목,-
5,넘김은,-
6,가볍,bold
7,느낌으로,-
8,조금시큼,acidic
9,육십만원,-
10,어치,-
11,와인,-
12,추천해줘,-
13,,-
1,당도가낮은,sweet
2,가볍지않은거,bold
3,느낌,-
4,있는,-
5,산미가있는,acidic
6,떫지않으며,tannic
7,와인,-
8,있을까,-
1,달짝지근했으면,sweet
2,묵직한,bold
3,느낌,-
4,있는,-
5,깔끔한느낌,tannic
6,300000원보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,단맛않나는,sweet
2,쌉싸레한,tannic
3,느낌,-
4,있는,-
5,새콤한,acidic
6,8만원,-
7,넘어도,-
8,와인,-
9,있을까,-
1,스무스한,tannic
2,안무거웠으면,bold
3,느낌,-
4,있는,-
5,신거로,acidic
6,사만원,-
7,어치,-
8,와인,-
9,있을까,-
1,산미가조금있는,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,스위트한걸로,sweet
6,바디감은,-
7,풀이였으면,bold
8,추천해줘,-
9,가격은,-
10,50000원보다,-
11,저렴한,-
12,,-
1,산미가낮은,acidic
2,타닌이많은,tannic
3,느낌의,-
4,당도는,-
5,당도가있는,sweet
6,바디감은,-
7,풀이였으면,bold
8,추천해줘,-
9,가격은,-
10,10000원보다,-
11,낮은,-
12,,-
1,좋은,-
2,와인,-
3,추천해줘,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,당도가높지않은,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,청량하고,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,신맛이안나는,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,50만원보다,-
5,낮은,-
6,와인,-
7,좀,-
8,추천해줘,-
1,떨떠름한,tannic
2,와인,-
3,추천해줘,-
1,달고,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,풀인거,bold
5,와인,-
6,있어,-
1,상큼하게,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,칠만대의,-
4,레드와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,적당히달달한,sweet
5,풀바디,bold
6,와인,-
7,있어,-
8,,-
1,산미가높은,acidic
2,팔만대,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,시큼했으면,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,드라이한거로,sweet
6,,-
1,당도없는,sweet
2,사만원보다,-
3,낮은,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,진하고,bold
2,느낌을,-
3,주는,-
4,산미가살짝있는,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,청량한거,bold
4,느낌의,-
5,40만원쯤의,-
6,와인,-
7,추천해줘,-
8,,-
1,타닌감이없는,tannic
2,안단,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌이많은,tannic
2,30000원보다,-
3,비싼,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,타닌감이적당한,tannic
2,풀바디,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안떫고,tannic
2,신거,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,덜단거,sweet
2,맛에,-
3,청량한거로,bold
4,느낌으로,-
5,새콤,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달콤하며,sweet
4,살짝무거운,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,8만원,-
9,,-
1,달지않고,sweet
2,와인,-
3,중에,-
4,조금시큼하고,acidic
5,1만원,-
6,와인,-
7,추천해줘,-
8,,-
1,신맛이보통인,acidic
2,와인,-
3,중에서,-
4,200000정도의,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,끈적,bold
9,,-
10,,-
1,화이트와인,category
2,에,-
3,가볍지않은거,bold
4,느낌을,-
5,주는,-
6,스위트하게,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,안달며,sweet
4,와인,-
5,중에,-
6,안신,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,십오만원대,-
2,달달하며,sweet
3,맛,-
4,좀,-
5,내는,-
6,레드와인,category
7,와인,-
1,상큼한거로,acidic
2,와인으로,-
3,풀바디한,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,찐한,bold
4,느낌있는,-
5,구만원,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,셨으면,acidic
7,맛나는,-
8,300000이하,-
9,와인,-
1,안단걸로,sweet
2,맛에,-
3,진하며,bold
4,느낌으로,-
5,타닌이있는,tannic
6,추천해줘,-
7,,-
1,스위트로,sweet
2,맛에,-
3,타닌이강한,tannic
4,느낌으로,-
5,신,acidic
6,추천해줘,-
7,,-
1,달지않은거,sweet
2,맛에,-
3,90000원,-
4,넘어도,-
5,느낌으로,-
6,떫은,tannic
7,추천해줘,-
8,,-
1,타닌이높은,tannic
2,맛에,-
3,묵직,bold
4,느낌으로,-
5,산미,acidic
6,추천해줘,-
7,,-
1,무겁지않으며,bold
2,맛에,-
3,스무스한,tannic
4,느낌으로,-
5,80000원,-
6,어치,-
7,추천해줘,-
8,,-
1,시큼한,acidic
2,맛에,-
3,씁쓰레한,tannic
4,느낌으로,-
5,15만정도,-
6,추천해줘,-
7,,-
1,달지않은,sweet
2,청량하고,bold
3,느낌,-
4,있는,-
5,시지않게,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,단맛이잘안느껴지는,sweet
2,마실,-
3,때,-
4,해비,bold
5,느낌,-
6,주는,-
7,20000원이하,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달짝지근했으면,sweet
2,레드와인,category
3,와인인데,-
4,조금시큼하게,acidic
5,150000원,-
6,이하,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,시큼한,acidic
